l2_no	test_set	row037	swe1_id	tc_ids	tc_count	status
1	SXM Module Version	276	SWE1-Diagnostics-269	NR1L-DIAG-358	1	COVERED
1	SXM Module Version	277	SWE1-Diagnostics-270	NR1L-DIAG-359;NR1L-DIAG-360	2	COVERED
1	SXM Module Version	278	SWE1-Diagnostics-271	NR1L-DIAG-361	1	COVERED
1	SXM Module Version	279	SWE1-Diagnostics-272	NR1L-DIAG-011	1	COVERED
1	SXM Module Version	280	SWE1-Diagnostics-273	NR1L-DIAG-362;NR1L-DIAG-363	2	COVERED
1	SXM Module Version	281	SWE1-Diagnostics-274	NR1L-DIAG-364	1	COVERED
1	SXM Module Version	282	SWE1-Diagnostics-275	NR1L-DIAG-365	1	COVERED
1	SXM Module Version	283	SWE1-Diagnostics-276	NR1L-DIAG-366;NR1L-DIAG-367	2	COVERED
1	SXM Module Version	284	SWE1-Diagnostics-277	NR1L-DIAG-368	1	COVERED
1	SXM Module Version	285	SWE1-Diagnostics-278	NR1L-DIAG-369	1	COVERED
1	SXM Module Version	286	SWE1-Diagnostics-279	NR1L-DIAG-370;NR1L-DIAG-371	2	COVERED
1	SXM Module Version	287	SWE1-Diagnostics-280	NR1L-DIAG-372	1	COVERED
1	SXM Module Version	288	SWE1-Diagnostics-281	NR1L-DIAG-373	1	COVERED
1	SXM Module Version	289	SWE1-Diagnostics-282	NR1L-DIAG-374;NR1L-DIAG-375	2	COVERED
1	SXM Module Version	290	SWE1-Diagnostics-283	NR1L-DIAG-376	1	COVERED
1	SXM Module Version	291	SWE1-Diagnostics-284	NR1L-DIAG-377	1	COVERED
1	SXM Module Version	292	SWE1-Diagnostics-285	NR1L-DIAG-378;NR1L-DIAG-379	2	COVERED
1	SXM Module Version	293	SWE1-Diagnostics-286	NR1L-DIAG-380	1	COVERED
1	SXM Module Version	294	SWE1-Diagnostics-287	NR1L-DIAG-381	1	COVERED
1	SXM Module Version	295	SWE1-Diagnostics-288	NR1L-DIAG-382;NR1L-DIAG-383	2	COVERED
1	SXM Module Version	296	SWE1-Diagnostics-289	NR1L-DIAG-384	1	COVERED
1	SXM Module Version	297	SWE1-Diagnostics-290	NR1L-DIAG-385	1	COVERED
1	SXM Module Version	298	SWE1-Diagnostics-291	NR1L-DIAG-386;NR1L-DIAG-387	2	COVERED
1	SXM Module Version	299	SWE1-Diagnostics-292	NR1L-DIAG-388	1	COVERED
1	SXM Module Version	300	SWE1-Diagnostics-293	NR1L-DIAG-389	1	COVERED
1	SXM Module Version	301	SWE1-Diagnostics-294	NR1L-DIAG-390;NR1L-DIAG-391	2	COVERED
1	SXM Module Version	302	SWE1-Diagnostics-295	NR1L-DIAG-392	1	COVERED
1	SXM Module Version	303	SWE1-Diagnostics-296	NR1L-DIAG-393	1	COVERED
1	SXM Module Version	304	SWE1-Diagnostics-297	NR1L-DIAG-394;NR1L-DIAG-395	2	COVERED
1	SXM Module Version	305	SWE1-Diagnostics-298	NR1L-DIAG-396	1	COVERED
1	SXM Module Version	306	SWE1-Diagnostics-299	NR1L-DIAG-397	1	COVERED
1	SXM Module Version	307	SWE1-Diagnostics-300	NR1L-DIAG-398;NR1L-DIAG-399	2	COVERED
