l2_no	test_set	row037	swe1_id	tc_ids	tc_count	status
3	SXM Subscription	239	SWE1-Diagnostics-232	NR1L-DIAG-291	1	COVERED
3	SXM Subscription	240	SWE1-Diagnostics-233	NR1L-DIAG-292;NR1L-DIAG-293	2	COVERED
3	SXM Subscription	241	SWE1-Diagnostics-234	NR1L-DIAG-294	1	COVERED
3	SXM Subscription	242	SWE1-Diagnostics-235	NR1L-DIAG-295	1	COVERED
3	SXM Subscription	243	SWE1-Diagnostics-236	NR1L-DIAG-296	1	COVERED
3	SXM Subscription	244	SWE1-Diagnostics-237	NR1L-DIAG-297	1	COVERED
3	SXM Subscription	245	SWE1-Diagnostics-238	NR1L-DIAG-298	1	COVERED
3	SXM Subscription	246	SWE1-Diagnostics-239	NR1L-DIAG-299	1	COVERED
3	SXM Subscription	247	SWE1-Diagnostics-240	NR1L-DIAG-300;NR1L-DIAG-301	2	COVERED
3	SXM Subscription	248	SWE1-Diagnostics-241	NR1L-DIAG-302	1	COVERED
3	SXM Subscription	249	SWE1-Diagnostics-242	NR1L-DIAG-303	1	COVERED
3	SXM Subscription	250	SWE1-Diagnostics-243	NR1L-DIAG-304;NR1L-DIAG-305	2	COVERED
3	SXM Subscription	251	SWE1-Diagnostics-244	NR1L-DIAG-306	1	COVERED
3	SXM Subscription	252	SWE1-Diagnostics-245	NR1L-DIAG-307	1	COVERED
3	SXM Subscription	253	SWE1-Diagnostics-246	NR1L-DIAG-308;NR1L-DIAG-309	2	COVERED
3	SXM Subscription	254	SWE1-Diagnostics-247	NR1L-DIAG-310	1	COVERED
3	SXM Subscription	255	SWE1-Diagnostics-248	NR1L-DIAG-311	1	COVERED
3	SXM Subscription	256	SWE1-Diagnostics-249	NR1L-DIAG-312;NR1L-DIAG-313	2	COVERED
3	SXM Subscription	257	SWE1-Diagnostics-250	NR1L-DIAG-314	1	COVERED
3	SXM Subscription	258	SWE1-Diagnostics-251	NR1L-DIAG-315	1	COVERED
3	SXM Subscription	259	SWE1-Diagnostics-252	NR1L-DIAG-316;NR1L-DIAG-317	2	COVERED
3	SXM Subscription	260	SWE1-Diagnostics-253	NR1L-DIAG-318	1	COVERED
3	SXM Subscription	261	SWE1-Diagnostics-254	NR1L-DIAG-319	1	COVERED
3	SXM Subscription	262	SWE1-Diagnostics-255	NR1L-DIAG-320;NR1L-DIAG-321	2	COVERED
3	SXM Subscription	263	SWE1-Diagnostics-256	NR1L-DIAG-322	1	COVERED
3	SXM Subscription	264	SWE1-Diagnostics-257	NR1L-DIAG-323	1	COVERED
3	SXM Subscription	265	SWE1-Diagnostics-258	NR1L-DIAG-324;NR1L-DIAG-325	2	COVERED
3	SXM Subscription	266	SWE1-Diagnostics-259	NR1L-DIAG-326	1	COVERED
3	SXM Subscription	267	SWE1-Diagnostics-260	NR1L-DIAG-327	1	COVERED
3	SXM Subscription	268	SWE1-Diagnostics-261	NR1L-DIAG-328;NR1L-DIAG-329	2	COVERED
3	SXM Subscription	269	SWE1-Diagnostics-262	NR1L-DIAG-330	1	COVERED
3	SXM Subscription	270	SWE1-Diagnostics-263	NR1L-DIAG-331	1	COVERED
3	SXM Subscription	271	SWE1-Diagnostics-264	NR1L-DIAG-332;NR1L-DIAG-333	2	COVERED
3	SXM Subscription	272	SWE1-Diagnostics-265	NR1L-DIAG-334	1	COVERED
3	SXM Subscription	273	SWE1-Diagnostics-266	NR1L-DIAG-335	1	COVERED
3	SXM Subscription	274	SWE1-Diagnostics-267	NR1L-DIAG-336;NR1L-DIAG-337	2	COVERED
3	SXM Subscription	275	SWE1-Diagnostics-268	NR1L-DIAG-338	1	COVERED
4	SXM Package Routines	228	SWE1-Diagnostics-221	NR1L-DIAG-339	1	COVERED
4	SXM Package Routines	229	SWE1-Diagnostics-222	NR1L-DIAG-340;NR1L-DIAG-341	2	COVERED
4	SXM Package Routines	230	SWE1-Diagnostics-223	NR1L-DIAG-342	1	COVERED
4	SXM Package Routines	231	SWE1-Diagnostics-224	NR1L-DIAG-343;NR1L-DIAG-344	2	COVERED
4	SXM Package Routines	232	SWE1-Diagnostics-225	NR1L-DIAG-345	1	COVERED
4	SXM Package Routines	233	SWE1-Diagnostics-226	NR1L-DIAG-346;NR1L-DIAG-347;NR1L-DIAG-348	3	COVERED
4	SXM Package Routines	234	SWE1-Diagnostics-227	NR1L-DIAG-351	1	COVERED
4	SXM Package Routines	235	SWE1-Diagnostics-228	NR1L-DIAG-352	1	COVERED
4	SXM Package Routines	236	SWE1-Diagnostics-229	NR1L-DIAG-353	1	COVERED
4	SXM Package Routines	237	SWE1-Diagnostics-230	NR1L-DIAG-354	1	COVERED
4	SXM Package Routines	238	SWE1-Diagnostics-231	NR1L-DIAG-355;NR1L-DIAG-356;NR1L-DIAG-357	3	COVERED
4	SXM Package Routines	355	SWE1-Diagnostics-347	NR1L-DIAG-349	1	COVERED
4	SXM Package Routines	356	SWE1-Diagnostics-348	NR1L-DIAG-350	1	COVERED
