row	tc_id	setting	alias_status	path_now	path_proposed	control_proposed	proxi_now	proxi_proposed	flags
10	(F 欄空)	6 Aux Switches	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）			PROXI $AUX_Switch_Types$ is set to "Not Type2"	PROXI AUX_Switch_Types = 0 (Absent)｜負向 TC 依 §4 取 Absent	ALIAS_UNRESOLVED;PATH_ABSENT;RAW_MISSING
11	(F 欄空)	6 Aux Switches	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）			PROXI $AUX_Switch_Types$ is set to "Type2"	PROXI AUX_Switch_Types = ? (Type2)	ALIAS_UNRESOLVED;PATH_ABSENT;RAW_MISSING
12	(F 欄空)	SWITCH 5 Power Mode	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）				PENDING: DR-49	ALIAS_UNRESOLVED;PATH_ABSENT;PROXI_PENDING
13	(F 欄空)	SWITCH 5 Power Mode	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）				PENDING: DR-49	ALIAS_UNRESOLVED;PATH_ABSENT;PROXI_PENDING
14	(F 欄空)		UNRESOLVED						ALIAS_UNRESOLVED
15	(F 欄空)	SWITCH 6 Power Mode	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）				PENDING: DR-49	ALIAS_UNRESOLVED;PATH_ABSENT;PROXI_PENDING
16	(F 欄空)	SWITCH 6 Power Mode	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）				PENDING: DR-49	ALIAS_UNRESOLVED;PATH_ABSENT;PROXI_PENDING
17	(F 欄空)		UNRESOLVED						ALIAS_UNRESOLVED
18	(F 欄空)	SWITCH 1 Type	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）				PENDING: DR-49	ALIAS_UNRESOLVED;PATH_ABSENT;PROXI_PENDING
19	(F 欄空)	SWITCH 5 Type	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）				PENDING: DR-49	ALIAS_UNRESOLVED;PATH_ABSENT;PROXI_PENDING
20	(F 欄空)	SWITCH 5 Type	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）				PENDING: DR-49	ALIAS_UNRESOLVED;PATH_ABSENT;PROXI_PENDING
21	(F 欄空)		UNRESOLVED						ALIAS_UNRESOLVED
22	(F 欄空)	SWITCH 6 Type	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）				PENDING: DR-49	ALIAS_UNRESOLVED;PATH_ABSENT;PROXI_PENDING
23	(F 欄空)	SWITCH 6 Type	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）				PENDING: DR-49	ALIAS_UNRESOLVED;PATH_ABSENT;PROXI_PENDING
24	(F 欄空)		UNRESOLVED						ALIAS_UNRESOLVED
25	(F 欄空)	SWITCH 5 Hold Last State	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）				PENDING: DR-49	ALIAS_UNRESOLVED;PATH_ABSENT;PROXI_PENDING
