row	tc_id	setting	alias_status	path_now	path_proposed	control_proposed	proxi_now	proxi_proposed	flags
10	(F 欄空)	6 Aux Switches	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）			PROXI $AUX_Switch_Types$ is set to "Not Type2"	PROXI AUX_Switch_Types = 0 (Absent)｜負向 TC 依 §4 取 Absent	PATH_ABSENT;RAW_MISSING｜分支 (1) 形制改寫
11	(F 欄空)	6 Aux Switches	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）			PROXI $AUX_Switch_Types$ is set to "Type2"	PROXI AUX_Switch_Types = ? (Type2)	PATH_ABSENT;RAW_MISSING｜分支 (1) 形制改寫
12	(F 欄空)	SWITCH 5 Power Mode	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）					ALIAS_UNRESOLVED;PATH_ABSENT｜分支 (4) 別名未解
13	(F 欄空)	SWITCH 5 Power Mode	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）					ALIAS_UNRESOLVED;PATH_ABSENT｜分支 (4) 別名未解
14	(F 欄空)	SWITCH 5 Power Mode	UNRESOLVED						ALIAS_UNRESOLVED;PATH_ABSENT｜分支 (4) 別名未解
15	(F 欄空)	SWITCH 6 Power Mode	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）					ALIAS_UNRESOLVED;PATH_ABSENT｜分支 (4) 別名未解
16	(F 欄空)	SWITCH 6 Power Mode	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）					ALIAS_UNRESOLVED;PATH_ABSENT｜分支 (4) 別名未解
17	(F 欄空)	SWITCH 6 Power Mode	UNRESOLVED						ALIAS_UNRESOLVED;PATH_ABSENT｜分支 (4) 別名未解
18	(F 欄空)	SWITCH 1 Type	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）					ALIAS_UNRESOLVED;PATH_ABSENT｜分支 (4) 別名未解
19	(F 欄空)	SWITCH 5 Type	UNRESOLVED	（無逐層路徑：Open the Vehicle Settings menu）					ALIAS_UNRESOLVED;PATH_ABSENT｜分支 (4) 別名未解
