swe_id	kind	sys1_book	section	spec_reference	verbatim_source_pid	verbatim_section	tc_id	axis	vehicle_model_1	proxi_premise	hop_or_trigger	pending	design_method	priority	note
SWE1-RVC-109	leaf	HeadUnitCameraSystems	29.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.1.1	NRL-188119	29.1.1	NR1L-RVCHMI-128	none	HDCC27;DT27;637;2261;376	—	the wired AUX cam settings popup opens by pressing the camer	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-110-01	leaf	HeadUnitCameraSystems	29.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.1.2	NRL-188120	29.1.2	NR1L-RVCHMI-129	none	HDCC27;DT27;637;2261;376	—	the wired AUX settings popup offers Edit the name of the sel	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-110-02	leaf	HeadUnitCameraSystems	29.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.1.2	NRL-188120	29.1.2	NR1L-RVCHMI-130	none	HDCC27;DT27;637;2261;376	—	the wired AUX settings popup offers Add and Remove as a favo	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-110-03	leaf	HeadUnitCameraSystems	29.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.1.2	NRL-188120	29.1.2	NR1L-RVCHMI-131	none	HDCC27;DT27;637;2261;376	—	the wired AUX settings popup offers Reset the selected camer	—	功能測試 (Functional based ; no specific technique)	P2	
SWE1-RVC-110-04	leaf	HeadUnitCameraSystems	29.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.1.2	NRL-188120	29.1.2	NR1L-RVCHMI-132	none	HDCC27;DT27;637;2261;376	—	AUX settings are reachable from the pencil icon in the camer	DR-CAM-r	功能測試 (Functional based ; no specific technique)	P2	
SWE1-RVC-111	leaf	HeadUnitCameraSystems	29.2.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.2.1	NRL-188123	29.2.1	NR1L-RVCHMI-133	none	HDCC27;DT27;637;2261;376	—	the wireless AUX cam settings popup opens by pressing the ca	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-112-01	leaf	HeadUnitCameraSystems	29.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.2.2	NRL-188124	29.2.2	NR1L-RVCHMI-134	none	HDCC27;DT27;637;2261;376	—	the wireless AUX settings popup offers Enable wireless camer	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-112-02	leaf	HeadUnitCameraSystems	29.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.2.2	NRL-188124	29.2.2	NR1L-RVCHMI-135	none	HDCC27;DT27;637;2261;376	—	the wireless AUX settings popup offers Edit the name of the 	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-112-03	leaf	HeadUnitCameraSystems	29.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.2.2	NRL-188124	29.2.2	NR1L-RVCHMI-136	none	HDCC27;DT27;637;2261;376	—	the wireless AUX settings popup offers Add and Remove as a f	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-112-04	leaf	HeadUnitCameraSystems	29.2.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.2.2	NRL-188124	29.2.2	NR1L-RVCHMI-137	none	HDCC27;DT27;637;2261;376	—	the wireless AUX settings popup offers Delete the selected c	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-113	leaf	HeadUnitCameraSystems	29.2.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_29.2.3	NRL-188125	29.2.3	NR1L-RVCHMI-138	none	HDCC27;DT27;637;2261;376	—	AUX settings are reachable from the pencil icon for a wirele	DR-CAM-r	功能測試 (Functional based ; no specific technique)	P2	
SWE1-RVC-114-01	leaf	HeadUnitCameraSystems	30.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.1	NRL-188128	30.1.1	NR1L-RVCHMI-139	none	HDCC27;DT27;637;2261;376	—	an AUX cam is made favorite from the AUX Cam settings menu	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-114-02	leaf	HeadUnitCameraSystems	30.1.1	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.1	NRL-188128	30.1.1	NR1L-RVCHMI-140	none	HDCC27;DT27;637;2261;376	—	an AUX cam is made favorite from the Star on the camera app 	DR-CAM-r	功能測試 (Functional based ; no specific technique)	P2	
SWE1-RVC-115	leaf	HeadUnitCameraSystems	30.1.2	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.2	NRL-188129	30.1.2	NR1L-RVCHMI-141	none	HDCC27;DT27;637;2261;376	—	pressing Make Favorite from the AUX Cam settings menu opens 	—	功能測試 (Functional based ; no specific technique)	P1	
SWE1-RVC-116	leaf	HeadUnitCameraSystems	30.1.3	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.3	NRL-188130	30.1.3	NR1L-RVCHMI-142	none	HDCC27;DT27;637;2261;376	—	the favorite confirmation clears on OK on X or automatically	—	決策表 (Decision Table Testing)	P1	
SWE1-RVC-117	leaf	HeadUnitCameraSystems	30.1.4	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.4	NRL-188131	30.1.4	NR1L-RVCHMI-143	none	HDCC27;DT27;637;2261;376	—	the button reads Remove as favorite and pressing it removes 	—	狀態轉換 (State Transition Testing)	P1	
SWE1-RVC-118	leaf	HeadUnitCameraSystems	30.1.5	SYS1_HMI_HeadUnitCameraSystems_HMI_Logic_and_Flow_R1_SR24_Post_2A_v7_(February_10th,_2023)_30.1.5	NRL-188132	30.1.5	NR1L-RVCHMI-144	none	HDCC27;DT27;637;2261;376	—	a star is shown in the favorite camera line item after exiti	—	功能測試 (Functional based ; no specific technique)	P1	
