section	key	value	note
VAL__only_in_inputs	2654208008:D_ES_DDM		
VAL__only_in_inputs	2654208008:EOL_DDM		
VAL__only_in_inputs	2654208008:GenericFailSts_DDM		
VAL__only_in_inputs	2654208008:SystemStatus_DDM		
VAL__only_in_inputs	2654208008:Zero_byte_DDM		
VAL__only_in_inputs	2654208010:ActiveLoadSlave_Climate		
VAL__only_in_inputs	2654208010:CurrentFailSts_Climate		
VAL__only_in_inputs	2654208010:D_ES_Climate		
VAL__only_in_inputs	2654208010:EOL_Climate		
VAL__only_in_inputs	2654208010:GenericFailSts_Climate		
VAL__only_in_inputs	2654208010:SystemStatus_Climate		
VAL__only_in_inputs	2654208010:Zero_byte_Climate		
VAL__only_in_inputs	2654208017:ActiveLoadSlave_PDM		
VAL__only_in_inputs	2654208017:CurrentFailSts_PDM		
VAL__only_in_inputs	2654208017:D_ES_PDM		
VAL__only_in_inputs	2654208017:EOL_PDM		
VAL__only_in_inputs	2654208017:GenericFailSts_PDM		
VAL__only_in_inputs	2654208017:SystemStatus_PDM		
VAL__only_in_inputs	2654208017:Zero_byte_PDM		
VAL__only_in_inputs	2654208018:ActiveLoadSlave_DSM		
VAL__only_in_inputs	2654208018:CurrentFailSts_DSM		
VAL__only_in_inputs	2654208018:D_ES_DSM		
VAL__only_in_inputs	2654208018:EOL_DSM		
VAL__only_in_inputs	2654208018:GenericFailSts_DSM		
VAL__only_in_inputs	2654208018:SystemStatus_DSM		
VAL__only_in_inputs	2654208018:Zero_byte_DSM		
VAL__only_in_inputs	2654208023:ActiveLoadSlave_PSM		
VAL__only_in_inputs	2654208023:CurrentFailSts_PSM		
VAL__only_in_inputs	2654208023:D_ES_PSM		
VAL__only_in_inputs	2654208023:EOL_PSM		
VAL__only_in_inputs	2654208023:GenericFailSts_PSM		
VAL__only_in_inputs	2654208023:SystemStatus_PSM		
VAL__only_in_inputs	2654208023:Zero_byte_PSM		
VAL__only_in_inputs	2654208046:ActiveLoadSlave_AMP		
VAL__only_in_inputs	2654208046:CurrentFailSts_AMP		
VAL__only_in_inputs	2654208046:D_ES_AMP		
VAL__only_in_inputs	2654208046:EOL_AMP		
VAL__only_in_inputs	2654208046:GenericFailSts_AMP		
VAL__only_in_inputs	2654208046:SystemStatus_AMP		
VAL__only_in_inputs	2654208046:Zero_byte_AMP		
VAL__only_in_inputs	2654208050:ActiveLoadSlave_CStack		
VAL__only_in_inputs	2654208050:CurrentFailSts_CStack		
VAL__only_in_inputs	2654208050:D_ES_CStack		
VAL__only_in_inputs	2654208050:EOL_CStack		
VAL__only_in_inputs	2654208050:GenericFailSts_CStack		
VAL__only_in_inputs	2654208050:SystemStatus_CStack		
VAL__only_in_inputs	2654208050:Zero_byte_CStack		
VAL__only_in_inputs	2654208118:ActiveLoadSlave_ANC		
VAL__only_in_inputs	2654208118:CurrentFailSts_ANC		
VAL__only_in_inputs	2654208118:D_ES_ANC		
VAL__only_in_inputs	2654208118:EOL_ANC		
VAL__only_in_inputs	2654208118:GenericFailSts_ANC		
VAL__only_in_inputs	2654208118:SystemStatus_ANC		
VAL__only_in_inputs	2654208118:Zero_byte_ANC		
VAL__only_in_inputs	2654208129:ActiveLoadSlave_SMMD		
VAL__only_in_inputs	2654208129:CurrentFailSts_SMMD		
VAL__only_in_inputs	2654208129:D_ES_SMMD		
VAL__only_in_inputs	2654208129:EOL_SMMD		
VAL__only_in_inputs	2654208129:GenericFailSts_SMMD		
VAL__only_in_inputs	2654208129:SystemStatus_SMMD		
VAL__only_in_inputs	2654208129:Zero_byte_SMMD		
VAL__only_in_inputs	2654208130:ActiveLoadSlave_SMMP		
VAL__only_in_inputs	2654208130:CurrentFailSts_SMMP		
VAL__only_in_inputs	2654208130:D_ES_SMMP		
VAL__only_in_inputs	2654208130:EOL_SMMP		
VAL__only_in_inputs	2654208130:GenericFailSts_SMMP		
VAL__only_in_inputs	2654208130:SystemStatus_SMMP		
VAL__only_in_inputs	2654208130:Zero_byte_SMMP		
VAL__only_in_inputs	2654208131:ActiveLoadSlave_DCSD		
VAL__only_in_inputs	2654208131:CurrentFailSts_DCSD		
VAL__only_in_inputs	2654208131:D_ES_DCSD		
VAL__only_in_inputs	2654208131:EOL_DCSD		
VAL__only_in_inputs	2654208131:GenericFailSts_DCSD		
VAL__only_in_inputs	2654208131:SystemStatus_DCSD		
VAL__only_in_inputs	2654208131:Zero_byte_DCSD		
VAL__only_in_inputs	2654208147:ActiveLoadSlave_PSSM		
VAL__only_in_inputs	2654208147:CurrentFailSts_PSSM		
VAL__only_in_inputs	2654208147:D_ES_PSSM		
VAL__only_in_inputs	2654208147:EOL_PSSM		
VAL__only_in_inputs	2654208147:GenericFailSts_PSSM		
VAL__only_in_inputs	2654208147:SystemStatus_PSSM		
VAL__only_in_inputs	2654208147:Zero_byte_PSSM		
VAL__only_in_inputs	2654208152:ActiveLoadSlave_DALM		
VAL__only_in_inputs	2654208152:CurrentFailSts_DALM		
VAL__only_in_inputs	2654208152:D_ES_DALM		
VAL__only_in_inputs	2654208152:EOL_DALM		
VAL__only_in_inputs	2654208152:GenericFailSts_DALM		
VAL__only_in_inputs	2654208152:SystemStatus_DALM		
VAL__only_in_inputs	2654208152:Zero_byte_DALM		
VAL__only_in_inputs	2654208197:ActiveLoadSlave_PTGM		
VAL__only_in_inputs	2654208197:CurrentFailSts_PTGM		
VAL__only_in_inputs	2654208197:D_ES_PTGM		
VAL__only_in_inputs	2654208197:EOL_PTGM		
VAL__only_in_inputs	2654208197:GenericFailSts_PTGM		
VAL__only_in_inputs	2654208197:SystemStatus_PTGM		
VAL__only_in_inputs	2654208197:Zero_byte_PTGM		
VAL__only_in_inputs	2654208199:ActiveLoadSlave_STIM		
VAL__only_in_inputs	2654208199:CurrentFailSts_STIM		
VAL__only_in_inputs	2654208199:D_ES_STIM		
VAL__only_in_inputs	2654208199:EOL_STIM		
VAL__only_in_inputs	2654208199:GenericFailSts_STIM		
VAL__only_in_inputs	2654208199:SystemStatus_STIM		
VAL__only_in_inputs	2654208199:Zero_byte_STIM		
VAL__only_in_inputs	2654208215:ActiveLoadSlave_PFTM		
VAL__only_in_inputs	2654208215:CurrentFailSts_PFTM		
VAL__only_in_inputs	2654208215:D_ES_PFTM		
VAL__only_in_inputs	2654208215:EOL_PFTM		
VAL__only_in_inputs	2654208215:GenericFailSts_PFTM		
VAL__only_in_inputs	2654208215:SystemStatus_PFTM		
VAL__only_in_inputs	2654208215:Zero_byte_PFTM		
VAL__only_in_inputs	274:E2EHoodShiftLeverPosition		
VAL__only_in_inputs	274:E2EHoodVehicleSpeedVSOSig		
VAL__only_in_inputs	274:EarModeSts_e2e		
VAL__only_in_inputs	350:Mem_D_AbortRecall		
VAL__only_in_inputs	352:Mem_D_Sv_Rq_Sw		
VAL__only_in_inputs	352:Mem_SwPsd_D		
VAL__only_in_inputs	413:AWDSysStat		
VAL__only_in_inputs	551:RFFuncReq2		
VAL__only_in_inputs	551:RFReq2		
VAL__only_in_inputs	600:RFFobNum3		
VAL__only_in_inputs	600:RFFuncReq		
VAL__only_in_inputs	600:TheftAlarmStatus		
VAL__only_in_inputs	600:TrunkHandleReleaseSts		
VAL__only_in_inputs	700:MirrAdj_Convex		
VAL__only_in_inputs	700:MirrAdj_P_Dn		
VAL__only_in_inputs	700:MirrAdj_P_Lt		
VAL__only_in_inputs	700:MirrAdj_P_Rt		
VAL__only_in_inputs	700:MirrAdj_P_Up		
VAL__only_in_inputs	700:MirrFld_Rq_P		
VAL__only_in_inputs	700:MirrTelscp_Rq		
VAL__only_in_inputs	700:PW_Adj_P		
VAL__only_in_inputs	700:PW_Adj_RL		
VAL__only_in_inputs	700:PW_Adj_RR		
VAL__only_in_inputs	747:BrakePdlPosn		
VAL__only_in_inputs	747:GasPedalPosition_W		
VAL__only_in_inputs	747:SumTorqueStatic		
VAL__only_in_inputs	852:LHParkingLightSts		
VAL__only_in_inputs	852:LHTurnSignalSts		
VAL__only_in_inputs	852:L_TurnLightActivationSts		
VAL__only_in_inputs	852:RHParkingLightSts		
VAL__only_in_inputs	852:RHTurnSignalSts		
VAL__only_in_inputs	852:R_TurnLightActivationSts		
VAL__only_in_inputs	852:RearFogLightSts		
VAL__only_in_inputs	852:StopLightSts		
VAL__only_in_inputs	854:BonnetSts		
VAL__only_in_inputs	854:DoorLockLastElSts		
VAL__only_in_inputs	854:FrontWiperMoveSts		
VAL__only_in_inputs	854:FuelLevel		
VAL__only_in_inputs	854:LHRDoorSts		
VAL__only_in_inputs	854:LowFuelWarningSts		
VAL__only_in_inputs	854:ParkBrakeSts		
VAL__only_in_inputs	854:RHRDoorSts		
VAL__only_in_inputs	854:RHatchSts		
VAL__only_in_inputs	854:RearTrunkEnableLastElSts		
VAL__only_in_inputs	987:SeatVib_Sts		
VAL__only_in_inputs	994:ACPressure		
VAL__only_in_inputs	994:CompressorSts		
VAL__only_in_inputs	994:EngineWaterTemp		
VAL__only_in_inputs	994:PFTMHoodPrimarySts		
VAL__only_in_inputs	994:PowertrainPrplsnActv		
VAL__only_in_inputs	998:AirTemp_Outsd		
VAL__only_in_inputs	998:ShiftLeverPosition		
VAL__only_in_inputs	998:TurtleModeSts_PT		
VAL__only_in_forms	1282:FPDM_RQ_DISP_INTS		
VAL__only_in_forms	1282:Radio_Delete_Request		
VAL__only_in_forms	1282:Radio_Profile_Request		
VAL__only_in_forms	1282:TGW_FPDM_DISP_STATSts		
VAL__only_in_forms	1283:CameraDisplaySts		
VAL__only_in_forms	1470:HFPSts		
VAL__only_in_forms	1470:VRSts		
VAL__only_in_forms	1513:FPDM_DISP_STAT		
VAL__only_in_forms	303:TrailerHeight_TLM		
VAL__only_in_forms	303:TrailerLength_TLM		
VAL__only_in_forms	303:TrailerType_TLM		
VAL__only_in_forms	303:TrailerWidth_TLM		
VAL__only_in_forms	304:STIM_Trailer_Info		
VAL__only_in_forms	304:TrailerDisplayView		
VAL__only_in_forms	304:TrailerHeight_STIM		
VAL__only_in_forms	304:TrailerImageDefeatRQSts		
VAL__only_in_forms	304:TrailerLength_STIM		
VAL__only_in_forms	304:TrailerMoreCamRQSts		
VAL__only_in_forms	304:TrailerType_STIM		
VAL__only_in_forms	304:TrailerWidth_STIM		
VAL__only_in_forms	821:TPMLearnHornChirp		
VAL__only_in_forms	899:TrailerViewReq		
delivered	查詢式	glob features/vehicle_setting/delivered/*.xlsx；對每本逐格搜 key（SG_（signal））	
delivered	母體（該 feature 之 delivered xlsx 本數）	0	全域 delivered xlsx 共 5 本，落於 ics_management,power,sw_update,vsm_v42
delivered	變動 key 數（分子之上限）	638	
delivered	命中列號	N/A —— 分母為 0	該 feature 之 delivered/ 無 xlsx，命中率不可計；不得以 0 命中表述為「無影響」
